ticker,date,price_before,price_after,volume_before,volume_after,strategy_version,market_condition,return_before,return_after,target
EUR/USD,2023-09-29,1618.8901700410606,1554.4745080831085,138686,514951,A,Sideways,-0.09350978464186487,0.02773452722408104,0.1212443118659459
AMZN,2023-10-02,1419.9232946234108,401.92551857177176,8415,328350,B,Sideways,-0.0528823543510645,-0.07175126039468854,-0.01886890604362404
AMZN,2023-10-03,617.0757607369292,1259.4277840075185,771326,883894,B,Sideways,-0.037938576841660514,0.08412562734215517,0.1220642041838157
AAPL,2023-10-04,1221.4382670512655,357.1727563276025,438100,692967,B,Sideways,-0.020174779911006774,-0.08127342133327416,-0.06109864142226738
BTC/USD,2023-10-05,785.8504041860509,1527.6126634551867,935468,608466,A,Sideways,-0.05154856848304652,0.09101263742524732,0.14256120590829385
EUR/USD,2023-10-06,274.00593932060485,1348.2147969075652,956230,942497,A,Bearish,-0.0593024010889375,0.02218527749669559,0.08148767858563309
GOOGL,2023-10-09,1842.8957933782613,1917.5677800585702,779493,700746,A,Bullish,0.09091076848349999,-0.09974638461690195,-0.19065715310040193
AMZN,2023-10-10,359.9553987460267,231.02023107720024,300188,779754,A,Sideways,0.08370432055410357,0.07880143958336122,-0.004902880970742346
AAPL,2023-10-11,1905.4509722595246,208.4039701873832,713509,440503,B,Bearish,-0.09060149979937651,0.004342360273383666,0.09494386007276018
AAPL,2023-10-12,947.4109686201159,636.1554419170802,169616,87724,A,Sideways,-0.032237395679030376,-0.047466052933903095,-0.01522865725487272
EUR/USD,2023-10-13,451.75256479337736,597.2407990982213,50976,754492,B,Sideways,-0.01897028926431868,0.05345583550312602,0.0724261247674447
AMZN,2023-10-16,1129.6118000188806,569.2597182367997,426468,97393,B,Bullish,-0.052197093066811334,0.08533311077737402,0.13753020384418535
BTC/USD,2023-10-17,1758.5970881651758,1821.8837029899696,266976,914746,B,Bullish,0.02577457939763511,-0.0032618353706412168,-0.029036414768276328
AMZN,2023-10-18,1491.2272841781662,574.1377797140616,222883,601600,B,Bullish,0.02807614932884822,-0.03688930511137782,-0.06496545444022604
EUR/USD,2023-10-19,1632.4661809367544,616.7044796443989,212509,862756,A,Sideways,0.07010084566571942,0.05778902478698536,-0.012311820878734059
EUR/USD,2023-10-20,1351.688396750363,1542.856698594131,497965,596484,A,Sideways,0.04817385367704358,0.036357099557690925,-0.011816754119352652
AMZN,2023-10-23,1415.3254725839197,954.505700656026,821580,595302,A,Sideways,0.008514665393191123,0.07775049675005449,0.06923583135686337
EUR/USD,2023-10-24,1713.4717379741066,1575.7500582148443,979744,402426,A,Bullish,0.03071735400888398,0.03850280255223859,0.007785448543354612
AMZN,2023-10-25,574.3692168324533,224.19569937233194,764529,667282,A,Bearish,-0.04520224369139639,-0.05129433222009275,-0.00609208852869636
GOOGL,2023-10-26,1029.9074309219668,1026.3852679794302,519823,430505,B,Sideways,0.01861123799347153,0.08633184995180382,0.06772061195833229
AMZN,2023-10-27,520.2979394572442,163.865840348237,220526,523313,A,Sideways,-0.0021545490500161496,-0.07903285055880174,-0.0768783015087856
AMZN,2023-10-30,1976.5692151936294,219.0410865651736,899662,34340,A,Sideways,-0.07333110653672592,-0.04641144997863043,0.026919656558095494
EUR/USD,2023-10-31,1893.712745404565,1822.231161354381,348220,302994,A,Bearish,-0.051491144683405855,0.004038921544777113,0.05553006622818297
EUR/USD,2023-11-01,174.9109416001612,364.5662051234308,995620,975488,A,Sideways,-0.041661309855682796,0.013148405214180287,0.05480971506986308
AAPL,2023-11-02,1440.592827779808,1111.5992963229126,971963,497915,B,Bearish,0.08486191341051161,-0.09693788267461892,-0.18179979608513053
AAPL,2023-11-03,1857.971803089765,881.0816449413425,825834,638999,B,Sideways,-0.05392267212282212,0.056114545164187984,0.1100372172870101
GOOGL,2023-11-06,443.0931557419337,759.952319891801,714087,740538,B,Bearish,-0.04215121943606637,-0.027678536314922106,0.014472683121144261
AAPL,2023-11-07,1179.095938049996,1809.6833568058178,39578,12094,B,Sideways,-0.02612917398211355,-0.018716291799572432,0.007412882182541117
AMZN,2023-11-08,1839.4277654172795,141.46445387343005,615741,875391,B,Bullish,0.032748547725077404,0.06187390888738917,0.029125361162311764
EUR/USD,2023-11-09,164.4973593130178,1361.2004037336192,416534,951922,A,Bullish,-0.0763523215055719,-0.024143321654491096,0.05220899985108081
AAPL,2023-11-10,1425.098507768996,1930.4494250057458,863147,793173,B,Bullish,0.09078904249875522,-0.09055502470104904,-0.18134406719980425
AAPL,2023-11-13,664.9631140078465,1164.3195485774997,209859,636873,B,Bullish,0.07311424401895292,-0.06471204590592994,-0.13782628992488286
GOOGL,2023-11-14,1856.3527712154078,1879.9626778628744,112435,466590,B,Sideways,0.015443214601790031,0.09118063447763647,0.07573741987584644
GOOGL,2023-11-15,1945.0106658141988,199.28997064344514,741389,511491,A,Bullish,0.03480757348499136,-0.08591892751949717,-0.12072650100448853
AMZN,2023-11-16,1894.1063293155244,895.7073062409066,152538,385708,A,Bearish,-0.0966679057511568,-0.029013759806396755,0.06765414594476005
EUR/USD,2023-11-17,1001.0070116491812,594.2998028278972,883174,69798,B,Bullish,-0.03221104493031027,0.0006358334102689184,0.032846878340579186
GOOGL,2023-11-20,1737.8810368796956,1488.5598334633867,46475,903458,A,Bullish,0.059132046132288396,-0.0013438345322879935,-0.06047588066457639
AAPL,2023-11-21,1704.6438572166337,1964.4644719447688,847574,202604,A,Bullish,-0.08450340524152283,-0.09920801139757146,-0.014704606156048627
EUR/USD,2023-11-22,706.2908991621857,587.4071186440708,741520,111130,B,Sideways,-0.04353723315785596,0.00023254629149807582,0.043769779449354035
EUR/USD,2023-11-23,1674.9394008862869,1342.9317428007414,158636,809596,A,Bullish,0.017059365666862253,-0.023245508404518153,-0.040304874071380406
AAPL,2023-11-24,170.31450595943596,476.38550224350627,154484,691955,A,Bearish,-0.048717394460211644,0.09441586709491143,0.14313326155512307
GOOGL,2023-11-27,1232.9127691159008,1174.127483686059,94526,31257,A,Bullish,0.08679559482890384,-0.06816818320123404,-0.1549637780301379
AAPL,2023-11-28,537.0167908466358,981.4717247078388,52001,408427,B,Bullish,-0.07378827383914194,-0.029169160648101003,0.044619113191040935
EUR/USD,2023-11-29,329.07708297682973,1946.8101262999205,845081,883421,B,Bullish,0.05947887158155571,-0.016103702982036047,-0.07558257456359176
BTC/USD,2023-11-30,246.2110830954974,1256.2018181232866,193029,923736,B,Bearish,0.0015897383812816523,-0.021861292579810246,-0.023451030961091898
BTC/USD,2023-12-01,1422.9486741684655,764.0621069649557,429733,986257,A,Bullish,0.05006615516399121,0.03316616553037249,-0.016899989633618717
AMZN,2023-12-04,745.7624311593256,316.7819912870734,669516,53691,B,Bearish,-0.037856934337710514,-0.05689742849044624,-0.019040494152735725
AAPL,2023-12-05,1477.0568659046467,387.36897459637566,941568,605056,A,Bearish,0.0028979204624077493,-0.055785689437201635,-0.058683609899609385
AAPL,2023-12-06,224.1770475179905,528.1021669073466,550999,419829,A,Bullish,0.07136706994463526,0.04584218970017062,-0.025524880244464643
AMZN,2023-12-07,699.0516418781597,576.8366565465662,555394,539314,A,Bearish,-0.006624380175379113,5.8103735635930964e-05,0.006682483911015044
AMZN,2023-12-08,1125.0334555131408,1716.1705098981618,852890,972039,B,Sideways,-0.02805602761794608,-0.016968864788537916,0.011087162829408165
AMZN,2023-12-11,1602.3740131940308,1166.3232977367973,935093,750450,B,Bullish,0.00723107725054721,-0.06615938966454965,-0.07339046691509686
EUR/USD,2023-12-12,705.6297555709328,1094.4427316112963,483488,294052,B,Bullish,0.04347255060727337,-0.06249455541756668,-0.10596710602484005
AAPL,2023-12-13,1289.1936152303174,318.0608565515132,393573,970617,B,Bearish,-0.011287330900299458,-0.0978896726368199,-0.08660234173652044
EUR/USD,2023-12-14,1783.3577216487556,1734.2654173639264,218583,544898,A,Bearish,0.0877753950284546,-0.08171474622765816,-0.16949014125611278
AMZN,2023-12-15,1270.1400575463788,1473.347176096119,364898,178718,B,Bullish,-0.04101083519153159,0.01136773893804821,0.0523785741295798
AAPL,2023-12-18,542.6230020319042,228.569887610003,139286,499357,A,Sideways,-0.004907278766175915,0.07837462600168196,0.08328190476785788
EUR/USD,2023-12-19,146.36148495742225,1444.8866847365605,228189,326329,B,Bearish,0.05138553186828829,-0.042567046973888516,-0.09395257884217681
EUR/USD,2023-12-20,1753.1878604117667,1132.7226129510275,127479,859999,B,Bearish,0.03782421809915165,-0.03445055482077437,-0.07227477291992603
AMZN,2023-12-21,140.41188061573556,255.2781569188787,421343,179646,B,Sideways,0.07272821048343123,-0.07687887787769757,-0.1496070883611288
AAPL,2023-12-22,1761.933178099979,970.7712189044473,137213,519420,A,Sideways,0.09936183613622179,-0.02227381087857945,-0.12163564701480124
AMZN,2023-12-25,1104.9805546517027,1020.9229455470893,554172,223123,A,Bullish,-0.014628334240982088,-0.09255565908613417,-0.07792732484515208
AAPL,2023-12-26,1884.2286271745027,414.97162631022394,265852,496236,A,Sideways,-0.07776982404333764,0.08352013925238005,0.1612899632957177
BTC/USD,2023-12-27,1617.6881479699643,1896.8264793005364,805807,823614,A,Bullish,-0.09391682383840641,0.03462226962490572,0.12853909346331213
GOOGL,2023-12-28,1996.0748100133412,1714.9532058132577,540376,903568,A,Sideways,0.045375381227954315,0.09814976187864377,0.052774380650689456
GOOGL,2023-12-29,766.3524493582493,1371.142440925306,320759,919074,B,Bearish,0.07480273426174314,0.07656463253569876,0.00176189827395562
GOOGL,2024-01-01,1557.657748969141,978.3615659011537,373282,492006,A,Bullish,-0.05585748281111627,-0.005401881260369473,0.0504556015507468
AMZN,2024-01-02,863.6687358575601,882.3545290105661,701406,544576,A,Bullish,-0.06831039256201882,0.003937006230075382,0.0722473987920942
BTC/USD,2024-01-03,1011.7636785774268,1336.849587586813,273158,866256,A,Bullish,-0.08755898169486181,-0.061884790696561234,0.02567419099830058
AAPL,2024-01-04,1292.2603801149032,1136.3205518731204,720785,948381,A,Sideways,0.06454058434344129,-0.0075921314320888805,-0.07213271577553017
EUR/USD,2024-01-05,1759.9865169540437,218.31890117558265,397489,609713,B,Bearish,-0.03772361202148314,0.08060557469856233,0.11832918672004547
AAPL,2024-01-08,1969.7585914786607,1073.7550326636301,703495,1917,A,Bullish,-0.0196606214480447,-0.08982931527283577,-0.07016869382479107
EUR/USD,2024-01-09,1559.7194863425846,1632.166872742395,365986,863034,B,Bullish,0.0005500383219224636,0.07271136059966196,0.0721613222777395
AAPL,2024-01-10,893.7568861179342,972.5557674342203,949385,852007,B,Bullish,0.06789064684191015,-0.03181043967147805,-0.0997010865133882
BTC/USD,2024-01-11,900.5783043264333,198.71749735311,491238,859950,B,Bullish,0.030166644312296986,0.07990255301926197,0.04973590870696498
EUR/USD,2024-01-12,1501.4063730188939,1593.928578829663,79077,778475,A,Bearish,0.023012925971562265,0.08817598126829693,0.06516305529673466
AMZN,2024-01-15,553.6765769597744,482.59118605835135,140784,40104,B,Sideways,-0.06486558000881787,0.034172977400381194,0.09903855740919906
AAPL,2024-01-16,309.9008149496499,591.3795862872737,206776,674422,A,Bearish,0.0026379783419659547,0.032884757318535573,0.03024677897656962
AAPL,2024-01-17,773.7820995174754,412.9420715213622,316018,280143,A,Bullish,0.04307620343573104,-0.009449132458251991,-0.05252533589398303
EUR/USD,2024-01-18,645.7540841427553,727.4086232558453,70087,263091,A,Bearish,0.09465217660609834,0.0671080449087415,-0.02754413169735684
AMZN,2024-01-19,662.9854288663812,1537.8278608084065,799729,456061,A,Bullish,-0.05971873815732956,0.09232255168665665,0.1520412898439862
AMZN,2024-01-22,543.8547269948289,1086.833133057481,765629,404157,A,Sideways,-0.09809132938655468,0.055016360067823844,0.15310768945437853
BTC/USD,2024-01-23,179.97706030908756,489.2744208863539,814560,586457,B,Sideways,-0.08493971328030606,0.02438734675134184,0.1093270600316479
AMZN,2024-01-24,133.96047599348623,1767.8771484888775,593656,155542,B,Sideways,-0.024829506963604156,0.021358579164267352,0.04618808612787151
AMZN,2024-01-25,1976.67254049846,1771.2055244079054,744859,130744,A,Bullish,0.06410892954919742,0.06989398031673247,0.005785050767535049
AMZN,2024-01-26,912.7689540981385,1754.099007587413,342102,898116,B,Bearish,-0.09857158364635099,0.008240753154259678,0.10681233680061067
GOOGL,2024-01-29,830.2206296033952,553.7128016249246,296064,60821,A,Sideways,-0.008653881422831938,0.06077197724976455,0.06942585867259649
BTC/USD,2024-01-30,1391.3298371168328,957.3547539438774,252514,218741,B,Bullish,-0.0341538769317211,0.001777051034849153,0.035930927966570256
AAPL,2024-01-31,514.6823869436219,1971.4803466676626,929660,250265,B,Bullish,-0.0895036579800545,-0.08751114500521517,0.001992512974839322
EUR/USD,2024-02-01,1904.9262495054281,1566.8237049889817,143180,438651,B,Bearish,-0.00995274266547655,-0.02321059821916896,-0.01325785555369241
AAPL,2024-02-02,1594.0555273895488,151.61810032856366,950349,398745,B,Sideways,-0.04905025853265624,-0.011111808465700257,0.03793845006695598
BTC/USD,2024-02-05,269.88090439329306,223.8887233949349,921304,215127,B,Bullish,-0.029623033130598705,-0.07167655100267656,-0.04205351787207785
EUR/USD,2024-02-06,893.4034739913639,981.4696159434322,785192,275336,A,Bearish,0.04112306095685861,-0.07950073416215744,-0.12062379511901605
BTC/USD,2024-02-07,1770.324784368113,1827.5183911369643,436928,337246,A,Sideways,0.004310196782193423,0.00709298993139082,0.002782793149197396
AMZN,2024-02-08,1894.9908423536795,1123.533416110157,921114,204834,B,Bearish,-0.07507051420143734,-0.08297127268878357,-0.007900758487346227
EUR/USD,2024-02-09,988.0628713747525,1045.8437652651514,602891,759826,A,Bearish,0.0922829080847278,-0.03941096642198321,-0.13169387450671102
AMZN,2024-02-12,1265.4816395003447,300.4000299175981,34872,902326,B,Bullish,0.027182153141947663,0.04891939519261518,0.021737242050667516
AAPL,2024-02-13,417.3644975749429,1347.8821989761586,273872,87795,A,Bullish,0.05317368513250631,0.09288643591359616,0.03971275078108985
AAPL,2024-02-14,1983.2203896602555,1661.9960051404285,358246,166159,B,Bullish,-0.08415736999832585,0.0435741161103857,0.12773148610871154
EUR/USD,2024-02-15,540.1762326285425,822.7980142643685,489535,329821,B,Bearish,-0.09058832410799622,0.09852510969057404,0.18911343379857026
EUR/USD,2024-02-16,1891.1903708567388,1573.6625167581221,385193,660987,B,Bullish,-0.09611038992638377,0.03966759425588054,0.1357779841822643
BTC/USD,2024-02-19,1334.3286330855,1932.505642411542,808015,975045,A,Bearish,-0.062241194445311114,-0.0412411058691345,0.021000088576176613
BTC/USD,2024-02-20,1254.6999102698323,487.15627234260927,86774,244877,A,Bearish,-0.017118320456300976,0.03441050810107238,0.051528828557373355
AMZN,2024-02-21,1074.1081709313662,1094.3262992700083,925767,200298,B,Bullish,0.08716522668056456,0.04043135303938078,-0.04673387364118378
EUR/USD,2024-02-22,538.2726422637415,645.5621203606935,389518,499843,B,Sideways,-0.008588068146844735,-0.025654603076707888,-0.017066534929863153
AAPL,2024-02-23,435.4032608104657,1606.4233961642947,199522,921759,A,Sideways,-0.041948978925494124,-0.0964572298781222,-0.05450825095262808
BTC/USD,2024-02-26,518.9237972333332,1197.4273951741993,221357,713793,A,Sideways,0.012387050703932673,0.040639956955097395,0.028252906251164722
BTC/USD,2024-02-27,454.2326980740836,1305.7065933455772,413672,137285,A,Bearish,-0.07761308437304215,-0.09565998094489168,-0.018046896571849533
AAPL,2024-02-28,1581.2104997768313,1616.0369032701988,878550,103412,A,Bearish,0.021901178200996643,0.026237615612014237,0.0043364374110175935
BTC/USD,2024-02-29,765.2379924167872,852.3438980586643,66942,544692,A,Bearish,0.013686390866100656,-0.06727670225148899,-0.08096309311758965
AMZN,2024-03-01,209.9010854704531,1838.671129973382,538977,117545,B,Bullish,0.05839860668114194,0.013120705549608674,-0.045277901131533266
EUR/USD,2024-03-04,1941.2949972675415,1112.754847767666,951438,419596,A,Bearish,0.09733752232340484,0.0007826050761200049,-0.09655491724728484
AAPL,2024-03-05,1779.1931814305087,400.1141633871612,558564,223128,B,Bullish,-0.049825305656777896,-0.0972972715387635,-0.0474719658819856
EUR/USD,2024-03-06,1862.7293380709045,1422.2083245207248,510565,675533,B,Bullish,0.001931290160752136,-0.027426836600979318,-0.029358126761731454
BTC/USD,2024-03-07,1990.3248630282271,1607.1965658326833,523552,709387,A,Sideways,0.08177308126380073,0.02021823347926055,-0.06155484778454018
BTC/USD,2024-03-08,430.4009735170259,701.8471864283007,627256,811421,A,Sideways,0.05703797688456827,0.06972131037975596,0.012683333495187687
AAPL,2024-03-11,852.8598359150517,1728.6405882976305,414089,786945,B,Sideways,-0.002518739379838486,0.07772842276730346,0.08024716214714195
AMZN,2024-03-12,1540.6531038377734,1821.6721840549562,800482,371250,A,Bullish,0.08907432992295558,-0.0032300059933553504,-0.09230433591631093
GOOGL,2024-03-13,1422.4391743022052,626.118526017837,591504,287663,B,Bullish,-0.08855266129663814,0.04568449745988762,0.13423715875652575
AAPL,2024-03-14,392.4022220457246,1968.690798158922,740804,782163,A,Bullish,0.08619972394251682,-0.03670908469330847,-0.12290880863582529
GOOGL,2024-03-15,1650.0829374821737,367.351903292641,347184,809871,A,Bearish,-0.08989852152343869,-0.031562718848268514,0.058335802675170176
GOOGL,2024-03-18,526.4370864896553,483.82976996473093,546932,381714,A,Bullish,0.009460948822936868,-0.06110729616353725,-0.07056824498647413
AMZN,2024-03-19,525.2534681629838,450.0271945522496,63021,995453,B,Sideways,0.07808818960021716,0.012389621998647862,-0.0656985676015693
GOOGL,2024-03-20,1120.2514034974856,1798.5804490149537,693485,15995,A,Sideways,-0.04745581128773944,-0.03708716981452696,0.010368641473212474
GOOGL,2024-03-21,1226.585876199236,1343.1558494174276,461115,24559,B,Bullish,-0.0055503002109682925,-0.083125820712299,-0.07757552050133071
AMZN,2024-03-22,1202.1637948918412,388.99813812231844,43291,522244,A,Bullish,-0.035134224172606685,0.037001217332635755,0.07213544150524244
GOOGL,2024-03-25,273.82499105573424,936.6144948998631,429276,352193,B,Sideways,0.09042878341527028,0.04155064152107962,-0.04887814189419065
GOOGL,2024-03-26,1767.1756389977227,1269.0662476326238,395754,399237,A,Bullish,0.06472911895061817,-0.028001516244188437,-0.09273063519480661
GOOGL,2024-03-27,604.6400809185416,258.5817614798283,954680,623288,B,Sideways,0.041800302265275924,-0.08465532010879545,-0.12645562237407137
AAPL,2024-03-28,346.0783504373279,1776.5910999739435,304664,677479,B,Bearish,0.017525397323021746,-0.014740456519314812,-0.03226585384233656
AAPL,2024-03-29,1788.6213517510566,1626.8467173389167,26675,445755,B,Sideways,0.06411835786482964,-0.011532908389956908,-0.07565126625478655
AAPL,2024-04-01,1915.7378466365315,1059.8928697956126,674647,489051,B,Bearish,-0.02154659169529058,0.03373417697957859,0.05528076867486917
AMZN,2024-04-02,1738.042472804356,1937.540568992424,263318,826782,B,Bullish,-0.010489628978787621,-0.03691672174826331,-0.02642709276947569
BTC/USD,2024-04-03,1638.0805419772682,893.7458606226894,93268,440439,B,Bullish,0.0460003442161723,0.03651985595626109,-0.009480488259911213
GOOGL,2024-04-04,1344.9597632141413,1969.809606169346,298142,26517,A,Bearish,-0.028449047341257153,0.07429770835147767,0.10274675569273482
GOOGL,2024-04-05,1146.6290041573648,1369.0479977268915,709672,472869,B,Bullish,-0.08721981159032524,-0.05250279152756004,0.034717020062765204
AMZN,2024-04-08,265.2748438316793,1305.8754191824887,930616,416466,B,Bearish,-0.08513307822278571,0.09578391122397997,0.18091698944676568
GOOGL,2024-04-09,876.0611048343276,415.3143010619915,630698,216558,B,Bullish,-0.07692743973885924,-0.022726372572638612,0.054201067166220626
AAPL,2024-04-10,808.1081823233966,1775.6627407788235,338369,477111,A,Sideways,0.07393626466873257,-0.04654826297058765,-0.12048452763932022
BTC/USD,2024-04-11,593.5321891446198,912.2304070491688,832246,876564,A,Bullish,-0.005554714848759135,-0.0156977634979419,-0.010143048649182765
EUR/USD,2024-04-12,1474.4982160083114,408.2434709867108,348235,485282,A,Sideways,0.04257647386894731,-0.08112050481922817,-0.12369697868817547
GOOGL,2024-04-15,1042.1638966496644,123.95428795394218,313863,461014,B,Sideways,-0.021418132879021348,-0.07485881869757688,-0.05344068581855553
AAPL,2024-04-16,253.98781022453107,1163.5357989129268,130887,448415,A,Bearish,-0.048257810516873105,-0.01711319060633372,0.031144619910539385
EUR/USD,2024-04-17,518.3480837046416,1102.0592820330849,297063,518039,A,Bullish,-0.030561566487557618,0.05248890438782003,0.08305047087537765
BTC/USD,2024-04-18,1398.1916509532323,1466.7718825014013,336299,846978,B,Bearish,0.05883646906343673,0.0800624479148982,0.021225978851461463
EUR/USD,2024-04-19,244.64863303157034,1791.4903007338241,334713,522396,B,Bullish,0.02504322500628764,0.03296359814325417,0.00792037313696653
AAPL,2024-04-22,1717.2931366926605,250.8725108217561,828760,106686,A,Sideways,0.08752795599158042,-0.07895608895236605,-0.16648404494394647
EUR/USD,2024-04-23,1040.7784013265514,1489.8433316466885,202554,613439,B,Sideways,0.03594095571536679,0.034403952436107,-0.001537003279259791
AMZN,2024-04-24,1013.1144969206312,456.0826937854062,812050,266471,B,Bullish,0.014036326350938794,0.027085584140594393,0.0130492577896556
EUR/USD,2024-04-25,1225.5747908530834,1730.5364009986115,559963,645606,B,Bullish,0.022039201797166896,0.06115278365866625,0.03911358186149935
GOOGL,2024-04-26,1666.8938352577834,1656.2206763371466,496010,948272,B,Bearish,0.08847428789368292,0.06504973333043618,-0.02342455456324674
GOOGL,2024-04-29,760.8374950141668,1127.5081344725343,806351,720778,A,Bullish,0.057640185973341224,0.07364061515579579,0.016000429182454562
AMZN,2024-04-30,1388.2306898622207,1449.461317384292,791605,488602,B,Bullish,-0.09519175252671244,-0.01717369708418033,0.07801805544253211
AAPL,2024-05-01,1174.890731592003,697.2652150491219,372513,699148,A,Bullish,0.006827939227139451,0.03957287907042886,0.03274493984328941
GOOGL,2024-05-02,607.3537133219005,995.2190079723478,813832,641233,A,Bearish,0.03766768230931297,-0.04634992821553785,-0.08401761052485082
BTC/USD,2024-05-03,1769.3969740748003,1661.1101056498962,182517,214456,A,Bullish,0.049739695687831015,0.09986725599670085,0.050127560308869834
GOOGL,2024-05-06,1615.1094410531634,972.6038746291064,71305,309974,A,Sideways,-0.057371576137212665,-0.06493315172462802,-0.007561575587415353
GOOGL,2024-05-07,1351.0584858510085,779.8167041183394,693924,53446,B,Bearish,0.07343547089027044,-0.09797711366783285,-0.1714125845581033
AAPL,2024-05-08,1716.1052852790597,1039.0036497755698,440030,409376,B,Bearish,0.09116862943503276,-0.0702382570963648,-0.16140688653139756
EUR/USD,2024-05-09,1747.8589818236244,1673.6735796307148,473963,712943,B,Sideways,-0.05265693883102605,0.05517445790882533,0.10783139673985137
GOOGL,2024-05-10,1445.889655758566,736.8952900046581,614079,428214,A,Sideways,0.07652309150344916,-0.010643264698357705,-0.08716635620180686
AMZN,2024-05-13,1690.325323890977,430.1470269579132,160034,945734,A,Sideways,-0.08060424749678093,-0.010499950437914338,0.07010429705886659
EUR/USD,2024-05-14,1425.1957771716388,1452.8266386284834,479108,141148,A,Bullish,-0.08885863277695097,0.09100458392233371,0.17986321669928468
BTC/USD,2024-05-15,1392.2674663445707,1669.3586041453555,595821,594629,B,Sideways,-0.07415523997945013,0.08392698160561485,0.15808222158506496
AAPL,2024-05-16,1275.3616186088502,291.2112091947133,188256,32085,A,Bullish,-0.08845178410659281,-0.03776105243919817,0.05069073166739464
BTC/USD,2024-05-17,1530.1616151595183,555.7608142362949,477128,318715,B,Bearish,0.06900244743115519,-0.05818837424382677,-0.12719082167498197
EUR/USD,2024-05-20,401.34970005684005,369.7467805458884,891023,408931,B,Bearish,-0.08818997110834562,0.06969644198674793,0.15788641309509355
EUR/USD,2024-05-21,1773.654442477964,761.0886820061166,666938,525006,B,Sideways,-0.0456671617272689,0.08120381420887265,0.12687097593614155
EUR/USD,2024-05-22,1756.5027027159408,955.6668599202841,656348,391452,B,Bullish,-0.07924873129282872,0.008319384559697385,0.08756811585252611
BTC/USD,2024-05-23,155.56983776566238,1522.7700402302823,674984,6750,A,Sideways,-0.040915592737247014,0.025884742223420104,0.06680033496066712
EUR/USD,2024-05-24,1669.0518260730491,1337.1804112751809,826626,901363,B,Sideways,-0.08188810647981591,-0.04861714306154133,0.03327096341827458
BTC/USD,2024-05-27,344.8527481995459,1279.7642782090193,373047,341912,A,Bullish,0.033600650148602806,0.060160537595704916,0.02655988744710211
EUR/USD,2024-05-28,736.7258230923696,769.5123985583434,394605,512760,B,Sideways,-0.07333463673148498,0.026424485689804628,0.0997591224212896
AMZN,2024-05-29,1512.6656869540548,1698.750350861044,362447,36903,A,Bearish,0.07036918516777757,0.0007027022595993138,-0.06966648290817826
EUR/USD,2024-05-30,405.44380249178556,995.4456180565127,243188,204561,A,Sideways,0.06343821014532822,-0.08797828878432085,-0.15141649892964906
BTC/USD,2024-05-31,1654.137345826218,1960.2993822287935,377047,950597,B,Bullish,-0.09726766290587813,0.08318699250223074,0.18045465540810887
GOOGL,2024-06-03,1681.0549381197097,1304.8700627619,854823,616324,B,Bullish,0.07914527110302291,0.023090284076881212,-0.0560549870261417
EUR/USD,2024-06-04,1064.1886941455887,339.9030089725552,238501,613242,B,Bearish,-0.09421113665132659,-0.06146178106140641,0.03274935558992018
GOOGL,2024-06-05,112.1331562619838,1384.7373679433247,932298,513493,A,Bullish,-0.05207084300848868,0.02127722339661056,0.07334806640509925
AMZN,2024-06-06,645.3724530323343,717.6976293202281,321146,428530,B,Bullish,-0.09352217244480099,0.03549267084799468,0.12901484329279567
AAPL,2024-06-07,1272.1611449139102,1404.021673703585,298675,442441,B,Bearish,-0.032831302592136805,0.005154067336645099,0.037985369928781904
AMZN,2024-06-10,1964.2537382521045,232.31818150857092,709175,870446,A,Sideways,0.0027733051426543226,0.043620347591204506,0.04084704244855018
EUR/USD,2024-06-11,1300.4457013316699,432.27473063432285,530274,429395,B,Bearish,0.059328973803027624,0.016290789585724857,-0.043038184217302766
GOOGL,2024-06-12,593.6268040219036,1725.900791920994,819730,642593,A,Sideways,-0.032403689906032776,0.08955391640642965,0.12195760631246243
GOOGL,2024-06-13,1304.6108358892616,531.6411583446783,264625,506633,B,Bearish,0.041098004934623344,-0.08926058428013864,-0.13035858921476198
BTC/USD,2024-06-14,1125.9722214601254,1690.3781379615862,843840,419554,A,Sideways,-0.062499108576203936,-0.07875085830608791,-0.016251749729883976
GOOGL,2024-06-17,1581.7062507871728,630.6245680633798,201339,486651,A,Bearish,0.050119691348825296,-0.06526567260913203,-0.11538536395795733
BTC/USD,2024-06-18,303.263213771221,1321.4756291115445,647238,201753,B,Sideways,-0.052800678818152494,0.03803421412086644,0.09083489293901893
AAPL,2024-06-19,1545.9530147538533,1418.886089668679,935339,33101,A,Bearish,-0.07129104881124643,0.02911917454996174,0.10041022336120817
EUR/USD,2024-06-20,1128.4064994846096,1074.0440309756004,126355,3775,B,Sideways,-0.06291822992518914,0.0784117720419388,0.14133000196712794
BTC/USD,2024-06-21,1929.6848073320898,680.0902857237894,28798,636785,B,Bearish,-0.06358737422362892,0.04657549057677968,0.1101628648004086
AAPL,2024-06-24,749.5571154735036,504.0243151050826,616937,491399,A,Bullish,0.0025725758753982336,0.001671097512918454,-0.0009014783624797795
GOOGL,2024-06-25,1301.9815969545014,163.0597736686098,328031,46619,B,Sideways,0.06895951623762922,0.09836635849272607,0.02940684225509685
GOOGL,2024-06-26,1870.8534004690332,677.4981623573752,20477,964342,A,Bearish,-0.08407898460149887,-0.04677840876614017,0.0373005758353587
AAPL,2024-06-27,294.7684831822906,1341.0093020094378,411482,253388,A,Sideways,0.04139126369868454,0.06663833195709079,0.025247068258406252
